CELL10MIN,xcoord,ycoord,lake
1028,-87.58333206,47.41667557,SU
1029,-80.08333206,44.75001526,HU
1029,-87.41666794,47.41667557,SU
1030,-87.25,47.41667557,SU
1031,-79.75,44.75001526,HU
1031,-87.08333206,47.41667557,SU
1032,-86.91666794,47.41667557,SU
1033,-86.75,47.41667557,SU
1034,-86.58333206,47.41667557,SU
1035,-86.41666794,47.41667557,SU
1036,-86.25,47.41667557,SU
1037,-86.08333206,47.41667557,SU
1038,-85.91666794,47.41667557,SU
1039,-85.75,47.41667557,SU
1040,-85.58333206,47.41667557,SU
1041,-85.41666794,47.41667557,SU
1042,-85.25,47.41667557,SU
1043,-85.08333206,47.41667557,SU
1044,-84.91666794,47.41667557,SU
1045,-84.66666794,47.41667557,SU
1104,-87.5,44.4166851,MI
1105,-87.25,44.4166851,MI
1106,-87.08333206,44.4166851,MI
1106,-91.33333206,47.25000572,SU
1107,-86.91666794,44.4166851,MI
1107,-91.08333206,47.25000572,SU
1108,-86.75,44.4166851,MI
1108,-90.91666794,47.25000572,SU
1109,-86.58333206,44.4166851,MI
1109,-90.75,47.25000572,SU
1110,-83.25,44.58334541,HU
1110,-86.41666794,44.4166851,MI
1110,-90.58333206,47.25000572,SU
1111,-83.08333206,44.58334541,HU
1111,-86.25,44.4166851,MI
1111,-90.41666794,47.25000572,SU
1112,-82.91666794,44.58334541,HU
1112,-90.25,47.25000572,SU
1113,-82.75,44.58334541,HU
1113,-90.08333206,47.25000572,SU
1114,-82.58333206,44.58334541,HU
1114,-89.91666794,47.25000572,SU
1115,-82.41666794,44.58334541,HU
1115,-89.75,47.25000572,SU
1116,-82.25,44.58334541,HU
1116,-89.58333206,47.25000572,SU
1117,-82.08333206,44.58334541,HU
1117,-89.41666794,47.25000572,SU
1118,-81.91666794,44.58334541,HU
1118,-89.25,47.25000572,SU
1119,-81.75,44.58334541,HU
1119,-89.08333206,47.25000572,SU
1120,-81.58333206,44.58334541,HU
1120,-88.91666794,47.25000572,SU
1121,-81.41666794,44.58334541,HU
1121,-88.75,47.16666985,SU
1122,-81.25,44.58334541,HU
1122,-88.58333206,47.25000572,SU
1124,-80.91666794,44.58334541,HU
1125,-88.16666794,47.25000572,SU
1126,-80.58333206,44.58334541,HU
1126,-87.91666794,47.25000572,SU
1127,-80.41666794,44.58334541,HU
1127,-87.75,47.25000572,SU
1128,-80.25,44.50001907,HU
1128,-87.58333206,47.25000572,SU
1129,-80.02777566,44.52779537,HU
1129,-87.41666794,47.25000572,SU
1130,-87.25,47.25000572,SU
1131,-87.08333206,47.25000572,SU
1132,-86.91666794,47.25000572,SU
1133,-86.75,47.25000572,SU
1134,-86.58333206,47.25000572,SU
1135,-86.41666794,47.25000572,SU
1136,-86.25,47.25000572,SU
1137,-86.08333206,47.25000572,SU
1138,-85.91666794,47.25000572,SU
1139,-85.75,47.25000572,SU
1140,-85.58333206,47.25000572,SU
1141,-85.41666794,47.25000572,SU
1142,-85.25,47.25000572,SU
1143,-85.08333206,47.25000572,SU
1144,-84.91666794,47.25000572,SU
1145,-84.75,47.25000572,SU
1146,-84.58333206,47.25000572,SU
1204,-87.5,44.2500248,MI
1204,-91.58333206,47.08333588,SU
1205,-87.25,44.2500248,MI
1205,-91.41666794,47.08333588,SU
1206,-87.08333206,44.2500248,MI
1206,-91.25,47.08333588,SU
1207,-86.91666794,44.2500248,MI
1207,-91.08333206,47.08333588,SU
1208,-86.75,44.2500248,MI
1208,-90.91666794,47.08333588,SU
1209,-86.58333206,44.2500248,MI
1209,-90.75,47.08333588,SU
1210,-83.33333206,44.4166851,HU
1210,-86.41666794,44.2500248,MI
1210,-90.58333206,47.08333588,SU
1211,-83.08333206,44.4166851,HU
1211,-86.25,44.2500248,MI
1211,-90.41666794,47.08333588,SU
1212,-82.91666794,44.4166851,HU
1212,-90.25,47.08333588,SU
1213,-82.75,44.4166851,HU
1213,-90.08333206,47.08333588,SU
1214,-82.58333206,44.4166851,HU
1214,-89.91666794,47.08333588,SU
1215,-82.41666794,44.4166851,HU
1215,-89.75,47.08333588,SU
1216,-82.25,44.4166851,HU
1216,-89.58333206,47.08333588,SU
1217,-82.08333206,44.4166851,HU
1217,-89.41666794,47.08333588,SU
1218,-81.91666794,44.4166851,HU
1218,-89.25,47.08333588,SU
1219,-81.75,44.4166851,HU
1219,-89.08333206,47.00001144,SU
1220,-81.58333206,44.4166851,HU
1220,-88.91666794,47.00001144,SU
1221,-81.41666794,44.4166851,HU
1223,-88.41666794,47.08333588,SU
1224,-88.25,47.08333588,SU
1225,-88.08333206,47.08333588,SU
1226,-87.91666794,47.08333588,SU
1227,-87.75,47.08333588,SU
1228,-87.58333206,47.08333588,SU
1229,-87.41666794,47.08333588,SU
1230,-87.25,47.08333588,SU
1231,-87.08333206,47.08333588,SU
1232,-86.91666794,47.08333588,SU
1233,-86.75,47.08333588,SU
1234,-86.58333206,47.08333588,SU
1235,-86.41666794,47.08333588,SU
1236,-86.25,47.08333588,SU
1237,-86.08333206,47.08333588,SU
1238,-85.91666794,47.08333588,SU
1239,-85.75,47.08333588,SU
1240,-85.58333206,47.08333588,SU
1241,-85.41666794,47.08333588,SU
1242,-85.25,47.08333588,SU
1243,-85.08333206,47.08333588,SU
1244,-84.91666794,47.08333588,SU
1245,-84.75,47.08333588,SU
1302,-92,46.91667557,SU
1303,-87.66666794,44.08334541,MI
1303,-91.75,47.00001144,SU
1304,-87.41666794,44.08334541,MI
1304,-91.58333206,46.91667557,SU
1305,-87.25,44.08334541,MI
1305,-91.41666794,46.91667557,SU
1306,-87.08333206,44.08334541,MI
1306,-91.25,46.83333969,SU
1307,-86.91666794,44.08334541,MI
1307,-91.08333206,46.91667557,SU
1308,-83.58333206,44.2500248,HU
1308,-86.75,44.08334541,MI
1308,-90.91666794,46.91667557,SU
1309,-83.41666794,44.2500248,HU
1309,-86.58333206,44.08334541,MI
1309,-90.75,46.91667557,SU
1310,-83.25,44.2500248,HU
1310,-86.41666794,44.08334541,MI
1310,-90.58333206,46.91667557,SU
1311,-83.08333206,44.2500248,HU
1311,-90.41666794,46.91667557,SU
1312,-82.91666794,44.2500248,HU
1312,-90.25,46.91667557,SU
1313,-82.75,44.2500248,HU
1313,-90.08333206,46.91667557,SU
1314,-82.58333206,44.2500248,HU
1314,-89.91666794,46.91667557,SU
1315,-82.41666794,44.2500248,HU
1315,-89.75,46.83333969,SU
1316,-82.25,44.2500248,HU
1316,-89.58333206,46.83333969,SU
1317,-82.08333206,44.2500248,HU
1317,-89.41666794,46.91667557,SU
1318,-81.91666794,44.2500248,HU
1318,-89.25,46.91667557,SU
1319,-81.75,44.2500248,HU
1320,-81.58333206,44.2500248,HU
1323,-88.41666794,46.91667557,SU
1324,-88.25,46.91667557,SU
1325,-88.08333206,46.91667557,SU
1326,-87.91666794,46.91667557,SU
1327,-87.75,46.83333969,SU
1328,-87.58333206,46.91667557,SU
1329,-87.41666794,46.91667557,SU
1330,-87.25,46.91667557,SU
1331,-87.08333206,46.91667557,SU
1332,-86.91666794,46.91667557,SU
1333,-86.75,46.91667557,SU
1334,-86.58333206,46.91667557,SU
1335,-86.41666794,46.91667557,SU
1336,-86.25,46.91667557,SU
1337,-86.08333206,46.91667557,SU
1338,-85.91666794,46.91667557,SU
1339,-85.75,46.91667557,SU
1340,-85.58333206,46.91667557,SU
1341,-85.41666794,46.91667557,SU
1342,-85.25,46.91667557,SU
1343,-85.08333206,46.91667557,SU
1344,-84.91666794,46.91667557,SU
1345,-84.75,46.91667557,SU
1346,-84.58333206,46.91667557,SU
1347,-84.41666794,46.91667557,SU
1401,-92.08333206,46.75001526,SU
1402,-87.75,43.91667557,MI
1402,-92.08333556,46.75001144,SU
1403,-87.58333206,43.91667557,MI
1403,-91.75,46.75001526,SU
1404,-87.41666794,43.91667557,MI
1404,-91.58333206,46.75001526,SU
1405,-87.25,43.91667557,MI
1405,-91.41666794,46.75001526,SU
1406,-87.08333206,43.91667557,MI
1407,-86.91666794,43.91667557,MI
1408,-83.66666794,44.08334541,HU
1408,-86.75,43.91667557,MI
1409,-83.41666794,44.08334541,HU
1409,-86.58333206,43.91667557,MI
1409,-90.83333206,46.75001526,SU
1410,-83.25,44.00002098,HU
1410,-86.41666794,43.91667557,MI
1410,-90.58333206,46.75001526,SU
1411,-83.08333206,44.00002098,HU
1411,-90.41666794,46.75001526,SU
1412,-82.91666794,44.08334541,HU
1412,-90.25,46.75001526,SU
1413,-82.75,44.08334541,HU
1413,-90.08333206,46.66668129,SU
1414,-82.58333206,44.08334541,HU
1414,-89.91666794,46.75001526,SU
1415,-82.41666794,44.08334541,HU
1416,-82.25,44.08334541,HU
1417,-82.08333206,44.08334541,HU
1418,-81.91666794,44.08334541,HU
1419,-81.66666794,44.08334541,HU
1423,-88.41666794,46.75001526,SU
1424,-88.25,46.75001526,SU
1428,-87.58333206,46.75001526,SU
1429,-87.41666794,46.75001526,SU
1430,-87.25,46.75001526,SU
1431,-87.08333206,46.75001526,SU
1432,-86.91666794,46.75001526,SU
1433,-86.75,46.75001526,SU
1434,-86.58333206,46.75001526,SU
1435,-86.41666794,46.75001526,SU
1436,-86.25,46.75001526,SU
1437,-86.08333206,46.66668129,SU
1438,-85.91666794,46.75001526,SU
1439,-85.75,46.75001526,SU
1440,-85.58333206,46.75001526,SU
1441,-85.41666794,46.75001526,SU
1442,-85.25,46.75001526,SU
1443,-85.08333206,46.75001526,SU
1444,-84.91666794,46.75001526,SU
1445,-84.75,46.75001526,SU
1446,-84.58333206,46.75001526,SU
1447,-84.41666794,46.75001526,SU
1502,-87.75,43.75001526,MI
1503,-87.58333206,43.75001526,MI
1504,-87.41666794,43.75001526,MI
1505,-87.25,43.75001526,MI
1506,-83.91666794,43.91667557,HU
1506,-87.08333206,43.75001526,MI
1507,-83.75,43.91667557,HU
1507,-86.91666794,43.75001526,MI
1508,-83.58333206,43.91667557,HU
1508,-86.75,43.75001526,MI
1509,-83.41666794,43.91667557,HU
1509,-86.58333206,43.75001526,MI
1509,-90.83333206,46.58334541,SU
1510,-86.41666794,43.75001526,MI
1510,-90.58333206,46.58334541,SU
1511,-90.41666794,46.58334541,SU
1512,-90.25,46.58334541,SU
1513,-82.75,43.91667557,HU
1514,-82.58333206,43.91667557,HU
1515,-82.41666794,43.91667557,HU
1516,-82.25,43.91667557,HU
1517,-82.08333206,43.91667557,HU
1518,-81.91666794,43.91667557,HU
1519,-81.75,43.91667557,HU
1529,-87.47222222,46.52778795,SU
1530,-87.25,46.50000954,SU
1531,-87.08333206,46.50000954,SU
1532,-86.91666794,46.58334541,SU
1533,-86.75,46.58334541,SU
1534,-86.58333206,46.58334541,SU
1535,-86.41666794,46.58334541,SU
1536,-86.25,46.58334541,SU
1544,-85,46.58334541,SU
1545,-84.75,46.58334541,SU
1546,-84.58333206,46.58334541,SU
1602,-87.75,43.58334541,MI
1603,-87.58333206,43.58334541,MI
1604,-87.41666794,43.58334541,MI
1605,-87.25,43.58334541,MI
1606,-83.91666794,43.66668129,HU
1606,-87.08333206,43.58334541,MI
1607,-83.75,43.75001526,HU
1607,-86.91666794,43.58334541,MI
1608,-83.58333206,43.75001526,HU
1608,-86.75,43.58334541,MI
1609,-83.41666794,43.75001526,HU
1609,-86.58333206,43.58334541,MI
1610,-86.41666794,43.58334541,MI
1614,-82.58333206,43.75001526,HU
1615,-82.41666794,43.75001526,HU
1616,-82.25,43.75001526,HU
1617,-82.08333206,43.75001526,HU
1618,-81.91666794,43.75001526,HU
1619,-81.75,43.75001526,HU
1632,-86.91666794,46.41667557,SU
1633,-86.75,46.41667557,SU
1634,-86.58333206,46.41667557,SU
1644,-85,46.41667557,SU
1645,-84.75,46.41667557,SU
1646,-84.58333206,46.41667557,SU
1647,-84.41666794,46.50000954,SU
1701,-87.91666794,43.41667557,MI
1702,-87.75,43.41667557,MI
1703,-87.58333206,43.41667557,MI
1704,-87.41666794,43.41667557,MI
1705,-87.25,43.41667557,MI
1706,-87.08333206,43.41667557,MI
1707,-83.75,43.58334541,HU
1707,-86.91666794,43.41667557,MI
1708,-83.58333206,43.58334541,HU
1708,-86.75,43.41667557,MI
1709,-86.58333206,43.41667557,MI
1710,-86.41666794,43.41667557,MI
1714,-82.58333206,43.58334541,HU
1715,-82.41666794,43.58334541,HU
1716,-82.25,43.58334541,HU
1717,-82.08333206,43.58334541,HU
1718,-81.91666794,43.58334541,HU
1719,-81.75,43.58334541,HU
1801,-87.91666794,43.25000572,MI
1802,-87.75,43.25000572,MI
1803,-87.58333206,43.25000572,MI
1804,-87.41666794,43.25000572,MI
1805,-87.25,43.25000572,MI
1806,-87.08333206,43.25000572,MI
1807,-86.91666794,43.25000572,MI
1808,-86.75,43.25000572,MI
1809,-86.58333206,43.25000572,MI
1810,-86.33333206,43.25000572,MI
1814,-82.58333206,43.41667557,HU
1815,-82.41666794,43.41667557,HU
1816,-82.25,43.41667557,HU
1817,-82.08333206,43.41667557,HU
1818,-81.91666794,43.41667557,HU
1819,-81.75,43.41667557,HU
1901,-87.91666794,43.08333588,MI
1902,-87.75,43.08333588,MI
1903,-87.58333206,43.08333588,MI
1904,-87.41666794,43.08333588,MI
1905,-87.25,43.08333588,MI
1906,-87.08333206,43.08333588,MI
1907,-86.91666794,43.08333588,MI
1908,-86.75,43.08333588,MI
1909,-86.58333206,43.08333588,MI
1910,-86.41666794,43.08333588,MI
1911,-86.25,43.08333588,MI
1915,-82.5,43.25000572,HU
1916,-82.25,43.25000572,HU
1917,-82.08333206,43.25000572,HU
1918,-81.91666794,43.25000572,HU
1919,-81.75,43.25000572,HU
2002,-87.83333206,42.91667557,MI
2003,-87.58333206,42.91667557,MI
2004,-87.41666794,42.91667557,MI
2005,-87.25,42.91667557,MI
2006,-87.08333206,42.91667557,MI
2007,-86.91666794,42.91667557,MI
2008,-86.75,42.91667557,MI
2009,-86.58333206,42.91667557,MI
2010,-86.41666794,42.91667557,MI
2011,-86.25,42.91667557,MI
2015,-82.5,43.08333588,HU
2016,-82.25,43.08333588,HU
2017,-82.08333206,43.08333588,HU
2102,-87.75,42.75001526,MI
2103,-87.58333206,42.75001526,MI
2104,-87.41666794,42.75001526,MI
2105,-87.25,42.75001526,MI
2106,-87.08333206,42.75001526,MI
2107,-86.91666794,42.75001526,MI
2108,-86.75,42.75001526,MI
2109,-86.58333206,42.75001526,MI
2110,-86.41666794,42.75001526,MI
2111,-86.25,42.75001526,MI
2202,-87.75,42.58334541,MI
2203,-87.58333206,42.58334541,MI
2204,-87.41666794,42.58334541,MI
2205,-87.25,42.58334541,MI
2206,-87.08333206,42.58334541,MI
2207,-86.91666794,42.58334541,MI
2208,-86.75,42.58334541,MI
2209,-86.58333206,42.58334541,MI
2210,-86.41666794,42.58334541,MI
2211,-86.25,42.58334541,MI
2302,-87.75,42.41667557,MI
2303,-87.58333206,42.41667557,MI
2304,-87.41666794,42.41667557,MI
2305,-87.25,42.41667557,MI
2306,-87.08333206,42.41667557,MI
2307,-86.91666794,42.41667557,MI
2308,-86.75,42.41667557,MI
2309,-86.58333206,42.41667557,MI
2310,-86.41666794,42.41667557,MI
2311,-86.25,42.41667557,MI
2402,-87.83333206,42.25000572,MI
2403,-87.58333206,42.25000572,MI
2404,-87.41666794,42.25000572,MI
2405,-87.25,42.25000572,MI
2406,-87.08333206,42.25000572,MI
2407,-86.91666794,42.25000572,MI
2408,-86.75,42.25000572,MI
2409,-86.58333206,42.25000572,MI
2410,-86.33333206,42.25000572,MI
2502,-87.75,42.08333588,MI
2503,-87.58333206,42.08333588,MI
2504,-87.41666794,42.08333588,MI
2505,-87.25,42.08333588,MI
2506,-87.08333206,42.08333588,MI
2507,-86.91666794,42.08333588,MI
2508,-86.75,42.08333588,MI
2509,-86.5,42.08333588,MI
2603,-87.58333206,41.91667366,MI
2604,-87.41666794,41.91667366,MI
2605,-87.25,41.91667366,MI
2606,-87.08333206,41.91667366,MI
2607,-86.91666794,41.91667366,MI
2608,-86.75,41.91667366,MI
2609,-86.58333206,41.91667366,MI
2703,-87.58333206,41.75001144,MI
2704,-87.41666794,41.66667747,MI
2705,-87.25,41.66667747,MI
2706,-87.08333206,41.66667747,MI
2707,-86.91666794,41.75001144,MI
2708,-86.75,41.75001144,MI
305,-82.75,42.5833,SC
1510,-86.47611,43.80361,HU
